Codigo;Provincias;Periodo;Total
34;Palencia;1980;1037
34;Palencia;1979;1095
34;Palencia;1978;1128
34;Palencia;1977;971
34;Palencia;1976;999
34;Palencia;1975;954
35;Palmas, Las;2021;3385
35;Palmas, Las;2020;2399
35;Palmas, Las;2019;3913
35;Palmas, Las;2018;3884
35;Palmas, Las;2017;3787
35;Palmas, Las;2016;3744
35;Palmas, Las;2015;3487
35;Palmas, Las;2014;3337
35;Palmas, Las;2013;3283
35;Palmas, Las;2012;2996
35;Palmas, Las;2011;2756
35;Palmas, Las;2010;2704
35;Palmas, Las;2009;2926
35;Palmas, Las;2008;3153
35;Palmas, Las;2007;3274
35;Palmas, Las;2006;3340
35;Palmas, Las;2005;3339
35;Palmas, Las;2004;3518
35;Palmas, Las;2003;3688
35;Palmas, Las;2002;3631
35;Palmas, Las;2001;3900
35;Palmas, Las;2000;4020
35;Palmas, Las;1999;4197
35;Palmas, Las;1998;4135
35;Palmas, Las;1997;3981
35;Palmas, Las;1996;4052
35;Palmas, Las;1995;4309
35;Palmas, Las;1994;4343
35;Palmas, Las;1993;4387
35;Palmas, Las;1992;4637
35;Palmas, Las;1991;4692
35;Palmas, Las;1990;5101
35;Palmas, Las;1989;5309
35;Palmas, Las;1988;5520
35;Palmas, Las;1987;5389
35;Palmas, Las;1986;4750
35;Palmas, Las;1985;4602
35;Palmas, Las;1984;4446
35;Palmas, Las;1983;4464
35;Palmas, Las;1982;4309
35;Palmas, Las;1981;4604
35;Palmas, Las;1980;5029
35;Palmas, Las;1979;5396
35;Palmas, Las;1978;5333
35;Palmas, Las;1977;5154
35;Palmas, Las;1976;5096
35;Palmas, Las;1975;4981
36;Pontevedra;2021;2999
36;Pontevedra;2020;1987
36;Pontevedra;2019;3303
36;Pontevedra;2018;2879
36;Pontevedra;2017;3223
36;Pontevedra;2016;3256
36;Pontevedra;2015;3224
36;Pontevedra;2014;2934
36;Pontevedra;2013;2917
36;Pontevedra;2012;3185
36;Pontevedra;2011;3179
36;Pontevedra;2010;3440
36;Pontevedra;2009;3440
36;Pontevedra;2008;3868
36;Pontevedra;2007;3958
36;Pontevedra;2006;4036
36;Pontevedra;2005;4061
36;Pontevedra;2004;4123
36;Pontevedra;2003;4013
36;Pontevedra;2002;4212
36;Pontevedra;2001;4199
36;Pontevedra;2000;4354
36;Pontevedra;1999;4401
36;Pontevedra;1998;4416
36;Pontevedra;1997;4129
36;Pontevedra;1996;4058
36;Pontevedra;1995;4089
36;Pontevedra;1994;4076
36;Pontevedra;1993;4317
36;Pontevedra;1992;4589
36;Pontevedra;1991;4476
36;Pontevedra;1990;4339
36;Pontevedra;1989;4381
36;Pontevedra;1988;4265
36;Pontevedra;1987;4236
36;Pontevedra;1986;3987
36;Pontevedra;1985;3887
36;Pontevedra;1984;4118
36;Pontevedra;1983;3895
36;Pontevedra;1982;4096
36;Pontevedra;1981;4645
36;Pontevedra;1980;5400
36;Pontevedra;1979;5865
36;Pontevedra;1978;6082
36;Pontevedra;1977;6309
36;Pontevedra;1976;6289
36;Pontevedra;1975;6190
26;Rioja, La;2021;953
26;Rioja, La;2020;600
26;Rioja, La;2019;1093
26;Rioja, La;2018;1117
26;Rioja, La;2017;1035
26;Rioja, La;2016;1133
26;Rioja, La;2015;1063
26;Rioja, La;2014;1114
26;Rioja, La;2013;994
26;Rioja, La;2012;1111
26;Rioja, La;2011;1069
26;Rioja, La;2010;1126
26;Rioja, La;2009;1205
26;Rioja, La;2008;1323
26;Rioja, La;2007;1354
26;Rioja, La;2006;1373
26;Rioja, La;2005;1407
26;Rioja, La;2004;1477
26;Rioja, La;2003;1466
26;Rioja, La;2002;1380
26;Rioja, La;2001;1392
26;Rioja, La;2000;1439
26;Rioja, La;1999;1295
26;Rioja, La;1998;1309
26;Rioja, La;1997;1322
26;Rioja, La;1996;1270
26;Rioja, La;1995;1187
26;Rioja, La;1994;1237
26;Rioja, La;1993;1199
26;Rioja, La;1992;1303
26;Rioja, La;1991;1309
26;Rioja, La;1990;1318
26;Rioja, La;1989;1378
26;Rioja, La;1988;1339
26;Rioja, La;1987;1420
26;Rioja, La;1986;1357
26;Rioja, La;1985;1325
26;Rioja, La;1984;1419
26;Rioja, La;1983;1365
26;Rioja, La;1982;1208
26;Rioja, La;1981;1245
26;Rioja, La;1980;1449
26;Rioja, La;1979;1749
26;Rioja, La;1978;1689
26;Rioja, La;1977;1681
26;Rioja, La;1976;1592
26;Rioja, La;1975;1746
37;Salamanca;2021;740
37;Salamanca;2020;367
37;Salamanca;2019;944
37;Salamanca;2018;974
37;Salamanca;2017;1080
37;Salamanca;2016;1041
37;Salamanca;2015;1044
37;Salamanca;2014;1081
37;Salamanca;2013;1069
37;Salamanca;2012;1139
37;Salamanca;2011;935
37;Salamanca;2010;1075
37;Salamanca;2009;1211
37;Salamanca;2008;1324
37;Salamanca;2007;1370
37;Salamanca;2006;1336
37;Salamanca;2005;1408
37;Salamanca;2004;1456
37;Salamanca;2003;1494
37;Salamanca;2002;1455
37;Salamanca;2001;1461
37;Salamanca;2000;1561
37;Salamanca;1999;1535
37;Salamanca;1998;1462
37;Salamanca;1997;1454
37;Salamanca;1996;1406
37;Salamanca;1995;1462
37;Salamanca;1994;1464
37;Salamanca;1993;1551
37;Salamanca;1992;1727
37;Salamanca;1991;1755
37;Salamanca;1990;1708
37;Salamanca;1989;1850
37;Salamanca;1988;1810
37;Salamanca;1987;1798
37;Salamanca;1986;1841
37;Salamanca;1985;1599
37;Salamanca;1984;1429
37;Salamanca;1983;749
37;Salamanca;1982;556
37;Salamanca;1981;596
37;Salamanca;1980;745
37;Salamanca;1979;2091
37;Salamanca;1978;2068
37;Salamanca;1977;1987
37;Salamanca;1976;1913
37;Salamanca;1975;2003
38;Santa Cruz de Tenerife;2021;3095
38;Santa Cruz de Tenerife;2020;2209
38;Santa Cruz de Tenerife;2019;3475
38;Santa Cruz de Tenerife;2018;3514
38;Santa Cruz de Tenerife;2017;3449
38;Santa Cruz de Tenerife;2016;3314
38;Santa Cruz de Tenerife;2015;3176
38;Santa Cruz de Tenerife;2014;2992
38;Santa Cruz de Tenerife;2013;2697
38;Santa Cruz de Tenerife;2012;2683
38;Santa Cruz de Tenerife;2011;2676
38;Santa Cruz de Tenerife;2010;2753
38;Santa Cruz de Tenerife;2009;2990
38;Santa Cruz de Tenerife;2008;3185
38;Santa Cruz de Tenerife;2007;3129
38;Santa Cruz de Tenerife;2006;3456
38;Santa Cruz de Tenerife;2005;3401
38;Santa Cruz de Tenerife;2004;3318
38;Santa Cruz de Tenerife;2003;3261
38;Santa Cruz de Tenerife;2002;3337
38;Santa Cruz de Tenerife;2001;3290
38;Santa Cruz de Tenerife;2000;3558
38;Santa Cruz de Tenerife;1999;3828
38;Santa Cruz de Tenerife;1998;3956
38;Santa Cruz de Tenerife;1997;3600
38;Santa Cruz de Tenerife;1996;3618
38;Santa Cruz de Tenerife;1995;3840
38;Santa Cruz de Tenerife;1994;3985
38;Santa Cruz de Tenerife;1993;3796
38;Santa Cruz de Tenerife;1992;4129
38;Santa Cruz de Tenerife;1991;4245
38;Santa Cruz de Tenerife;1990;4417
38;Santa Cruz de Tenerife;1989;4230
38;Santa Cruz de Tenerife;1988;4592
38;Santa Cruz de Tenerife;1987;4343
38;Santa Cruz de Tenerife;1986;4032
38;Santa Cruz de Tenerife;1985;3907
38;Santa Cruz de Tenerife;1984;4173
38;Santa Cruz de Tenerife;1983;4166
38;Santa Cruz de Tenerife;1982;4098
38;Santa Cruz de Tenerife;1981;3971
38;Santa Cruz de Tenerife;1980;4463
38;Santa Cruz de Tenerife;1979;4835
38;Santa Cruz de Tenerife;1978;4656
38;Santa Cruz de Tenerife;1977;4446
38;Santa Cruz de Tenerife;1976;4576
38;Santa Cruz de Tenerife;1975;4546
40;Segovia;2021;406
40;Segovia;2020;228
40;Segovia;2019;532
40;Segovia;2018;481
40;Segovia;2017;549
40;Segovia;2016;484
40;Segovia;2015;520
40;Segovia;2014;452
40;Segovia;2013;439
40;Segovia;2012;481
40;Segovia;2011;513
40;Segovia;2010;534
40;Segovia;2009;566
40;Segovia;2008;664
40;Segovia;2007;594
40;Segovia;2006;586
40;Segovia;2005;604
40;Segovia;2004;644
40;Segovia;2003;586
40;Segovia;2002;686
40;Segovia;2001;611
40;Segovia;2000;644
40;Segovia;1999;658
40;Segovia;1998;652
40;Segovia;1997;635
40;Segovia;1996;641
40;Segovia;1995;599
40;Segovia;1994;655
40;Segovia;1993;683
40;Segovia;1992;707
40;Segovia;1991;697
40;Segovia;1990;719
40;Segovia;1989;698
40;Segovia;1988;768
40;Segovia;1987;691
40;Segovia;1986;742
40;Segovia;1985;713
40;Segovia;1984;722
40;Segovia;1983;734
40;Segovia;1982;698
40;Segovia;1981;693
40;Segovia;1980;753
40;Segovia;1979;788
40;Segovia;1978;783
40;Segovia;1977;878
40;Segovia;1976;754
40;Segovia;1975;860
41;Sevilla;2021;6541
41;Sevilla;2020;3663
41;Sevilla;2019;7601
41;Sevilla;2018;7346
41;Sevilla;2017;7284
41;Sevilla;2016;7681
41;Sevilla;2015;7456
41;Sevilla;2014;7105
41;Sevilla;2013;6643
41;Sevilla;2012;7312
41;Sevilla;2011;7110
41;Sevilla;2010;7528
41;Sevilla;2009;8150
41;Sevilla;2008;9565
41;Sevilla;2007;10365
41;Sevilla;2006;10574
41;Sevilla;2005;10885
41;Sevilla;2004;10625
41;Sevilla;2003;10159
41;Sevilla;2002;10216
41;Sevilla;2001;10020
41;Sevilla;2000;10267
41;Sevilla;1999;9768
41;Sevilla;1998;9672
41;Sevilla;1997;9196
41;Sevilla;1996;8905
41;Sevilla;1995;9140
41;Sevilla;1994;9222
41;Sevilla;1993;9587
41;Sevilla;1992;9881
41;Sevilla;1991;10397
41;Sevilla;1990;10252
41;Sevilla;1989;10264
41;Sevilla;1988;9948
41;Sevilla;1987;9780
41;Sevilla;1986;9239
41;Sevilla;1985;8719
41;Sevilla;1984;8924
41;Sevilla;1983;8985
41;Sevilla;1982;8844
41;Sevilla;1981;8794
41;Sevilla;1980;9443
41;Sevilla;1979;10206
41;Sevilla;1978;10548
41;Sevilla;1977;10793
41;Sevilla;1976;10521
41;Sevilla;1975;10388
42;Soria;2021;238
42;Soria;2020;147
42;Soria;2019;269
42;Soria;2018;273
42;Soria;2017;262
42;Soria;2016;270
42;Soria;2015;240
42;Soria;2014;253
42;Soria;2013;233
42;Soria;2012;277
42;Soria;2011;250
42;Soria;2010;273
42;Soria;2009;290
42;Soria;2008;254
42;Soria;2007;288
42;Soria;2006;308
42;Soria;2005;290
42;Soria;2004;320
42;Soria;2003;356
42;Soria;2002;362
42;Soria;2001;317
42;Soria;2000;323
42;Soria;1999;362
42;Soria;1998;381
42;Soria;1997;347
42;Soria;1996;343
42;Soria;1995;368
42;Soria;1994;363
42;Soria;1993;376
42;Soria;1992;436
42;Soria;1991;372
42;Soria;1990;389
42;Soria;1989;423
42;Soria;1988;422
42;Soria;1987;421
42;Soria;1986;415
42;Soria;1985;436
42;Soria;1984;413
42;Soria;1983;451
42;Soria;1982;409
42;Soria;1981;432
42;Soria;1980;461
42;Soria;1979;440
42;Soria;1978;467
42;Soria;1977;476
42;Soria;1976;444
42;Soria;1975;517
43;Tarragona;2021;2482
43;Tarragona;2020;1726
43;Tarragona;2019;2725
43;Tarragona;2018;2633
43;Tarragona;2017;2861
43;Tarragona;2016;2948
43;Tarragona;2015;2832
43;Tarragona;2014;2705
43;Tarragona;2013;2620
43;Tarragona;2012;2783
43;Tarragona;2011;2714
43;Tarragona;2010;2955
43;Tarragona;2009;3028
43;Tarragona;2008;3454
43;Tarragona;2007;3477
43;Tarragona;2006;3508
43;Tarragona;2005;3482
43;Tarragona;2004;3662
43;Tarragona;2003;3444
43;Tarragona;2002;3265
43;Tarragona;2001;3138
43;Tarragona;2000;3190
43;Tarragona;1999;3154
43;Tarragona;1998;3114
43;Tarragona;1997;2944
43;Tarragona;1996;2893
43;Tarragona;1995;3049
43;Tarragona;1994;2880
43;Tarragona;1993;2737
43;Tarragona;1992;3073
43;Tarragona;1991;3004
43;Tarragona;1990;3051
43;Tarragona;1989;3121
43;Tarragona;1988;3042
43;Tarragona;1987;2987
43;Tarragona;1986;2869
43;Tarragona;1985;2847
43;Tarragona;1984;2839
43;Tarragona;1983;2755
43;Tarragona;1982;2847
43;Tarragona;1981;2726
43;Tarragona;1980;3136
43;Tarragona;1979;3471
43;Tarragona;1978;3837
43;Tarragona;1977;3814
43;Tarragona;1976;3702
43;Tarragona;1975;3796
44;Teruel;2021;358
44;Teruel;2020;257
44;Teruel;2019;367
44;Teruel;2018;377
44;Teruel;2017;397
44;Teruel;2016;386
44;Teruel;2015;377
44;Teruel;2014;430
44;Teruel;2013;407
44;Teruel;2012;421
44;Teruel;2011;397
44;Teruel;2010;415
44;Teruel;2009;428
44;Teruel;2008;453
44;Teruel;2007;481
44;Teruel;2006;489
44;Teruel;2005;532
44;Teruel;2004;513
44;Teruel;2003;584
44;Teruel;2002;561
44;Teruel;2001;485
44;Teruel;2000;547
44;Teruel;1999;513
44;Teruel;1998;513
44;Teruel;1997;469
44;Teruel;1996;516
44;Teruel;1995;496
44;Teruel;1994;582
44;Teruel;1993;579
44;Teruel;1992;665
44;Teruel;1991;612
44;Teruel;1990;642
44;Teruel;1989;709
44;Teruel;1988;775
44;Teruel;1987;732
44;Teruel;1986;714
44;Teruel;1985;728
44;Teruel;1984;765
44;Teruel;1983;802
44;Teruel;1982;789
44;Teruel;1981;687
44;Teruel;1980;754
44;Teruel;1979;823
44;Teruel;1978;905
44;Teruel;1977;812
44;Teruel;1976;792
44;Teruel;1975;750
45;Toledo;2021;2282
45;Toledo;2020;1185
45;Toledo;2019;2496
45;Toledo;2018;2520
45;Toledo;2017;2579
45;Toledo;2016;2597
45;Toledo;2015;2423
45;Toledo;2014;2438
45;Toledo;2013;2302
45;Toledo;2012;2663
45;Toledo;2011;2627
45;Toledo;2010;2603
45;Toledo;2009;2847
45;Toledo;2008;3291
45;Toledo;2007;3091
45;Toledo;2006;3034
45;Toledo;2005;3063
45;Toledo;2004;3048
45;Toledo;2003;2826
45;Toledo;2002;2838
45;Toledo;2001;2855
45;Toledo;2000;2723
45;Toledo;1999;2686
45;Toledo;1998;2561
45;Toledo;1997;2499
45;Toledo;1996;2438
45;Toledo;1995;2622
45;Toledo;1994;2693
45;Toledo;1993;2602
45;Toledo;1992;2770
45;Toledo;1991;2710
45;Toledo;1990;2705
45;Toledo;1989;2777
45;Toledo;1988;2856
45;Toledo;1987;2782
45;Toledo;1986;2616
45;Toledo;1985;2620
45;Toledo;1984;2686
45;Toledo;1983;2725
45;Toledo;1982;2572
45;Toledo;1981;2737
45;Toledo;1980;2539
45;Toledo;1979;2897
45;Toledo;1978;2882
45;Toledo;1977;2791
45;Toledo;1976;2712
45;Toledo;1975;2928
46;Valencia/València;2021;8354
46;Valencia/València;2020;5279
46;Valencia/València;2019;8937
46;Valencia/València;2018;9328
46;Valencia/València;2017;9450
46;Valencia/València;2016;9834
46;Valencia/València;2015;9589
46;Valencia/València;2014;9281
46;Valencia/València;2013;8989
46;Valencia/València;2012;9437
46;Valencia/València;2011;9285
46;Valencia/València;2010;9676
46;Valencia/València;2009;10130
46;Valencia/València;2008;11407
46;Valencia/València;2007;12165
46;Valencia/València;2006;12652
46;Valencia/València;2005;13391
46;Valencia/València;2004;14454
46;Valencia/València;2003;13933
46;Valencia/València;2002;13358
46;Valencia/València;2001;12726
46;Valencia/València;2000;12984
46;Valencia/València;1999;12358
46;Valencia/València;1998;12622
46;Valencia/València;1997;11547
46;Valencia/València;1996;11400
46;Valencia/València;1995;11672
46;Valencia/València;1994;11210
46;Valencia/València;1993;11367
46;Valencia/València;1992;12516
46;Valencia/València;1991;12028
46;Valencia/València;1990;12073
46;Valencia/València;1989;12221
46;Valencia/València;1988;12122
46;Valencia/València;1987;11776
46;Valencia/València;1986;11330
46;Valencia/València;1985;10986
46;Valencia/València;1984;11960
46;Valencia/València;1983;12204
46;Valencia/València;1982;11954
46;Valencia/València;1981;12144
46;Valencia/València;1980;13493
46;Valencia/València;1979;14953
46;Valencia/València;1978;15800
46;Valencia/València;1977;15650
46;Valencia/València;1976;15172
46;Valencia/València;1975;15402
47;Valladolid;2021;1388
47;Valladolid;2020;751
47;Valladolid;2019;1642
47;Valladolid;2018;1642
47;Valladolid;2017;1806
47;Valladolid;2016;1764
47;Valladolid;2015;1784
47;Valladolid;2014;1805
47;Valladolid;2013;1770
47;Valladolid;2012;1975
47;Valladolid;2011;1911
47;Valladolid;2010;1999
47;Valladolid;2009;2147
47;Valladolid;2008;2342
47;Valladolid;2007;2553
47;Valladolid;2006;2504
47;Valladolid;2005;2499
47;Valladolid;2004;2585
47;Valladolid;2003;2427
47;Valladolid;2002;2496
47;Valladolid;2001;2538
47;Valladolid;2000;2563
47;Valladolid;1999;2347
47;Valladolid;1998;2260
47;Valladolid;1997;2030
47;Valladolid;1996;2145
47;Valladolid;1995;2210
47;Valladolid;1994;2207
47;Valladolid;1993;2280
47;Valladolid;1992;2489
47;Valladolid;1991;2584
47;Valladolid;1990;2565
47;Valladolid;1989;2439
47;Valladolid;1988;2239
47;Valladolid;1987;2099
47;Valladolid;1986;1118
47;Valladolid;1985;930
47;Valladolid;1984;1361
47;Valladolid;1983;1820
47;Valladolid;1982;980
47;Valladolid;1981;759
47;Valladolid;1980;1025
47;Valladolid;1979;3043
47;Valladolid;1978;3240
47;Valladolid;1977;3348
47;Valladolid;1976;3222
47;Valladolid;1975;3317
49;Zamora;2021;353
49;Zamora;2020;186
49;Zamora;2019;395
49;Zamora;2018;416
49;Zamora;2017;402
49;Zamora;2016;447
49;Zamora;2015;425
49;Zamora;2014;422
49;Zamora;2013;386
49;Zamora;2012;477
49;Zamora;2011;464
49;Zamora;2010;480
49;Zamora;2009;537
49;Zamora;2008;551
49;Zamora;2007;597
49;Zamora;2006;565
49;Zamora;2005;597
49;Zamora;2004;623
49;Zamora;2003;694
49;Zamora;2002;633
49;Zamora;2001;618
49;Zamora;2000;678
49;Zamora;1999;706
49;Zamora;1998;705
49;Zamora;1997;736
49;Zamora;1996;728
49;Zamora;1995;748
49;Zamora;1994;796
49;Zamora;1993;782
49;Zamora;1992;826
49;Zamora;1991;856
49;Zamora;1990;933
49;Zamora;1989;954
49;Zamora;1988;967
49;Zamora;1987;987
49;Zamora;1986;1036
49;Zamora;1985;1030
49;Zamora;1984;1096
49;Zamora;1983;961
49;Zamora;1982;984
49;Zamora;1981;1127
49;Zamora;1980;1036
49;Zamora;1979;1157
49;Zamora;1978;1235
49;Zamora;1977;1150
49;Zamora;1976;1156
49;Zamora;1975;1168
50;Zaragoza;2021;3009
50;Zaragoza;2020;1625
50;Zaragoza;2019;2832
50;Zaragoza;2018;3089
50;Zaragoza;2017;3214
50;Zaragoza;2016;3297
50;Zaragoza;2015;3263
50;Zaragoza;2014;3059
50;Zaragoza;2013;3273
50;Zaragoza;2012;3478
50;Zaragoza;2011;3245
50;Zaragoza;2010;3352
50;Zaragoza;2009;3597
50;Zaragoza;2008;3861
50;Zaragoza;2007;4031
50;Zaragoza;2006;4192
50;Zaragoza;2005;4347
50;Zaragoza;2004;4506
50;Zaragoza;2003;4365
50;Zaragoza;2002;4588
50;Zaragoza;2001;4425
50;Zaragoza;2000;4625
50;Zaragoza;1999;4377
50;Zaragoza;1998;4384
50;Zaragoza;1997;4223
50;Zaragoza;1996;4063
50;Zaragoza;1995;4103
50;Zaragoza;1994;4059
50;Zaragoza;1993;4303
50;Zaragoza;1992;4620
50;Zaragoza;1991;4558
50;Zaragoza;1990;4559
50;Zaragoza;1989;4574
50;Zaragoza;1988;4530
50;Zaragoza;1987;4610
50;Zaragoza;1986;4297
50;Zaragoza;1985;4139
50;Zaragoza;1984;4547
50;Zaragoza;1983;4585
50;Zaragoza;1982;4545
50;Zaragoza;1981;4294
50;Zaragoza;1980;4785
50;Zaragoza;1979;5218
50;Zaragoza;1978;5611
50;Zaragoza;1977;5538
50;Zaragoza;1976;5197
50;Zaragoza;1975;6088
51;Ceuta;2021;424
51;Ceuta;2020;253
51;Ceuta;2019;502
51;Ceuta;2018;429
51;Ceuta;2017;445
51;Ceuta;2016;494
51;Ceuta;2015;423
51;Ceuta;2014;394
51;Ceuta;2013;383
51;Ceuta;2012;407
51;Ceuta;2011;445
51;Ceuta;2010;397
51;Ceuta;2009;397
51;Ceuta;2008;366
51;Ceuta;2007;373
51;Ceuta;2006;325
51;Ceuta;2005;361
51;Ceuta;2004;374
51;Ceuta;2003;345
51;Ceuta;2002;330
51;Ceuta;2001;326
51;Ceuta;2000;322
51;Ceuta;1999;296
51;Ceuta;1998;314
51;Ceuta;1997;343
51;Ceuta;1996;351
51;Ceuta;1995;292
51;Ceuta;1994;304
51;Ceuta;1993;307
51;Ceuta;1992;350
51;Ceuta;1991;399
51;Ceuta;1990;386
51;Ceuta;1989;403
51;Ceuta;1988;486
51;Ceuta;1987;532
51;Ceuta;1986;408
51;Ceuta;1985;346
51;Ceuta;1984;380
51;Ceuta;1983;342
51;Ceuta;1982;341
51;Ceuta;1981;370
51;Ceuta;1980;323
51;Ceuta;1979;352
51;Ceuta;1978;379
51;Ceuta;1977;378
51;Ceuta;1976;421
51;Ceuta;1975;413
52;Melilla;2021;301
52;Melilla;2020;157
52;Melilla;2019;306
52;Melilla;2018;313
52;Melilla;2017;362
52;Melilla;2016;395
52;Melilla;2015;288
52;Melilla;2014;319
52;Melilla;2013;311
52;Melilla;2012;381
52;Melilla;2011;323
52;Melilla;2010;444
52;Melilla;2009;409
52;Melilla;2008;470
52;Melilla;2007;525
52;Melilla;2006;399
52;Melilla;2005;323
52;Melilla;2004;407
52;Melilla;2003;447
52;Melilla;2002;402
52;Melilla;2001;435
52;Melilla;2000;546
52;Melilla;1999;546
52;Melilla;1998;451
52;Melilla;1997;427
52;Melilla;1996;404
52;Melilla;1995;401
52;Melilla;1994;413
52;Melilla;1993;430
52;Melilla;1992;420
52;Melilla;1991;395
52;Melilla;1990;370
52;Melilla;1989;401
52;Melilla;1988;303
52;Melilla;1987;422
52;Melilla;1986;428
52;Melilla;1985;373
52;Melilla;1984;333
52;Melilla;1983;353
52;Melilla;1982;370
52;Melilla;1981;339
52;Melilla;1980;308
52;Melilla;1979;318
52;Melilla;1978;322
52;Melilla;1977;300
52;Melilla;1976;312
52;Melilla;1975;269
